url,targetedBrand,time
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
